Post_ID,Posting_Author,Congress_Number,State_District,DW-NOMINATE,LES,Job_Function,Title_Parsed,Office_Type,Committee_Affiliation,Spanish_Language,Salary_Min,Salary_Max,Years_Experience
MEM-409-24,Congresswoman Suzan DelBene,118,ST-01,-0.292,0.264,Legislative,Intern,Personal,,0,,,
MEM-407-24,Congressman Shri Thanedar,118,ST-13,-0.358,0.303,Legislative,Fellowship Office Assistant,Personal,,0,,,
MEM-406-24,Congressman Shri Thanedar,118,ST-13,-0.358,0.303,Communications,Press and Legislative Internship,Personal,,0,,,
MEM-404-24,Congressman Moulton,118,ST-24,,,Legislative,Fern Holland International Affairs Fellowship,Personal,,0,,,
MEM-401-24,Congressman Kevin Kiley,118,ST-24,0.254,0.958,Legislative,Intern,Personal,,0,,,
MEM-400-24,Brad Sherman,118,ST-32,-0.343,0.822,Legislative,Intern,Personal,,0,,,
MEM-398-24,Congressman Mike Levin,118,ST-49,-0.322,0.819,Legislative,Internship,Personal,,0,,,
MEM-397-24,Congressman Tim Kennedy,118,ST-24,,,Legislative,Internship,Personal,,0,,,
MEM-396-24,Congressman Kevin Hern,118,ST-01,0.682,0.965,Legislative,Intern,Personal,,0,,,
MEM-394-24,Representative Joseph Morelle,118,ST-25,-0.332,0.901,Legislative,Intern,Personal,,0,,,
MEM-393-24,Congresswoman Kim Schrier,118,ST-08,-0.283,0.392,Legislative,Intern,Personal,,0,,,
MEM-391-24,Representative Jim Baird,118,IN-4,,,Communications,Internship,Personal,,0,,,
MEM-390-24,Congressman Moulton,118,ST-24,,,Legislative,Internship,Personal,,0,,,
MEM-384-24,Congressman Steve Cohen,118,ST-09,-0.392,1.759,Legislative,Intern,Personal,,0,,,
MEM-464-24,The O&ice of Congressman Joaquin Castro (TX-20),118,ST-20,,,Legislative,DC Legislative Intern,Personal,,0,15.000,15.000,
MEM-464-24,Representative Seth Magaziner (RI-02),118,ST-02,-0.339,0.282,Legislative,Intern,Personal,,0,,,
MEM-463-24,Congresswoman Mary Gay Scanlon,118,ST-24,-0.441,0.104,Legislative,Paid Spring 2025 Legislative Internship – DC O&ice of Congresswoman Mary Gay Scanlon,Personal,,0,,,
MEM-461-24,Congresswoman Gwen Moore (WI-04),118,ST-04,-0.521,0.147,Legislative,Intern,Personal,,0,,,
MEM-460-24,Representative Pramila Jayapal (WA-07),118,ST-07,-0.627,0.242,Legislative,Intern,Personal,,0,15.000,15.000,
MEM-459-24,Rep. Cli& Bentz (OR-02),118,ST-02,,,Legislative,Congressional Paid Internship Opportunity,Personal,House Judiciary Committee and the House Natural Resources Committee,1,,,
MEM-455-24,Congresswoman Andrea Salinas,118,ST-06,-0.207,1.025,Legislative,Intern,Personal,,0,,,
MEM-454-24,Congressman Greg Casar,118,ST-35,-0.405,0.052,Legislative,Internship,Personal,,1,17.500,,
MEM-453-24,Congresswoman Stephanie Bice,118,ST-05,0.412,0.815,Legislative,Intern,Personal,,0,,,
MEM-450-24,Representative Kevin Mullin,118,ST-15,-0.470,0.052,Communications,Press Intern,Personal,,0,15.000,,
MEM-449-24,Representative Kevin Mullin (CA-15),118,ST-15,-0.470,0.052,Legislative,Internship,Personal,,0,,15.000,
MEM-448-24,Congressman Jim Himes,118,ST-24,,,Communications,Intern,Personal,,0,,,
MEM-447-24,Congresswoman Dina Titus (NV-01),118,ST-01,-0.298,1.632,Legislative,Legislative Intern,Personal,,0,,,
MEM-445-24,Congressman Balderson,118,ST-12,,,Legislative,Paid Internship,Personal,,0,,,
MEM-444-24,Congressman Glenn Grothman,118,WI-06,0.599,0.704,Legislative,Congressional Internship,Personal,,0,,,
MEM-443-24,Congressman Glenn Grothman,118,WI-06,0.599,0.704,Legislative,Congressional Internship,Personal,,0,,,
MEM-441-24,Congressman Jim Costa,118,ST-21,-0.197,0.156,Communications,Digital/Press Intern,Personal,,0,,,
MEM-440-24,Congressman Josh Harder (CA-9),118,ST-09,-0.321,0.884,Legislative,Legislative Intern,Personal,,0,,,
MEM-439-24,Congresswoman Susan Wild (PA-07),118,ST-07,-0.261,0.570,Legislative,Intern,Personal,,0,,,
MEM-437-24,Congressman Jim Costa,118,ST-21,-0.197,0.156,Communications,Digital/Press Intern,Personal,,0,,,
MEM-436-24,Congressman Matt Cartwright (PA-08),118,ST-08,-0.344,0.686,Legislative,Legislative Internship,Personal,,0,,,
MEM-435-24,Democratic StaL of the House Energy and Commerce Committee,118,ST-24,,,Legislative,Legislative Interns,Personal,House Energy and Commerce Committee,0,,,
MEM-433-24,Representative Brad Schneider (D-IL-10),118,ST-10,,,Legislative,Press Intern,Personal,,0,,,
MEM-432-24,Representative Brad Schneider (D-IL-10),118,ST-10,,,Legislative,Intern,Personal,,0,,,
MEM-430-24,Congressman Ed Case,118,HI-01,-0.205,0.463,Legislative,Intern,Personal,,0,,,
MEM-429-24,House Committee on Oversight and Accountability Democratic Sta,118,ST-24,,,Communications,Digital Media and Traditional Press Intern,Personal,null,0,,,
MEM-428-24,Congresswoman Doris Matsui,118,ST-07,-0.433,1.022,Legislative,Intern,Personal,,0,,,
MEM-423-24,Representative Donald Norcross,118,ST-01,-0.420,0.149,Legislative,Internship Program Assistant,Personal,,0,,,
MEM-421-24,Democratic Sta& of the Committee on Rules,118,ST-24,,,Legislative,Interns for the spring (January - May),Personal,Committee on Rules,0,,,
MEM-420-24,Congresswoman Rosa L. DeLauro (CT-03),118,ST-03,,,Legislative,,Personal,,0,,,
MEM-418-24,Congressman Rob Menendez,118,ST-08,,,Legislative,,Personal,,0,,,
MEM-416-24,Congresswoman Summer Lee,118,ST-12,-0.414,0.867,Legislative,Internship,Personal,"Oversight and Accountability Committee, Space, Science, and Technology Committee",0,,,
MEM-414-24,Congresswoman Sydney Kamlager-Dove (CA-37),118,ST-37,-0.548,0.434,Legislative,,Personal,,0,,,
MEM-409-24,Congresswoman Suzan DelBene,118,ST-01,-0.292,0.264,Legislative,Intern,Personal,,0,,,
MEM-407-24,Congressman Shri Thanedar,118,ST-13,-0.358,0.303,Legislative,Fellowship Office Assistant,Personal,,0,,,
MEM-406-24,Congressman Shri Thanedar,118,ST-13,-0.358,0.303,Communications,Press and Legislative Internship,Personal,,0,,,
MEM-404-24,Congressman Moulton,118,ST-24,,,Legislative,International Affairs Fellow,Personal,,0,,,
MEM-401-24,Congressman Kevin Kiley,118,ST-24,0.254,0.958,Legislative,Intern,Personal,,0,,,
MEM-400-24,Brad Sherman,118,ST-32,-0.343,0.822,Legislative,Intern,Personal,,0,,,
MEM-398-24,Congressman Mike Levin,118,ST-49,-0.322,0.819,Legislative,Internship,Personal,,0,,,
MEM-397-24,Congressman Tim Kennedy,118,ST-24,,,Legislative,Internship,Personal,,0,,,
MEM-396-24,Congressman Kevin Hern,118,ST-01,0.682,0.965,Legislative,Intern,Personal,,0,,,
MEM-393-24,Congresswoman Kim Schrier,118,ST-08,-0.283,0.392,Legislative,Intern,Personal,,0,,,
MEM-391-24,Representative Jim Baird,118,IN-4,,,Communications,Internship,Personal,,0,,,
MEM-390-24,Congressman Moulton,118,ST-24,,,Legislative,Internship,Personal,,0,,,
MEM-384-24,Steve Cohen,118,ST-09,-0.392,1.759,Legislative,Intern,Personal,,0,,,
MEM-477-24,Congresswoman Susie Lee,118,ST-24,-0.232,1.159,Legislative,Intern,Personal,,0,,,
MEM-472-24,Congresswoman Michelle Steel,118,ST-45,0.370,2.294,Legislative,Intern,Personal,"House Ways and Means Committee, Education and Workforce Committee, AI Task Force, Select Committee on the Chinese Communist Party",0,,,
MEM-466-24,Congressman Cory Mills,118,ST-07,0.604,0.586,Legislative,Internship,Personal,,0,,,
MEM-464-24,The O&ice of Congressman Joaquin Castro (TX-20),118,ST-20,,,Legislative,DC Legislative Intern,Personal,,0,15.000,15.000,
MEM-464-24,Representative Seth Magaziner (RI-02),118,ST-02,-0.339,0.282,Legislative,Intern,Personal,,0,,,
MEM-463-24,Congresswoman Mary Gay Scanlon,118,ST-24,-0.441,0.104,Legislative,Paid Spring 2025 Legislative Internship – DC O&ice of Congresswoman Mary Gay Scanlon,Personal,,0,,,
MEM-461-24,Congresswoman Gwen Moore (WI-04),118,ST-04,-0.521,0.147,Legislative,Intern,Personal,,0,,,
MEM-459-24,Rep. Cli& Bentz (OR-02),118,ST-02,,,Legislative,Congressional Paid Internship Opportunity,Personal,House Judiciary Committee and the House Natural Resources Committee,0,,,
MEM-455-24,Congresswoman Andrea Salinas,118,ST-06,-0.207,1.025,Legislative,Intern,Personal,,0,,,
MEM-453-24,Congresswoman Stephanie Bice,118,ST-05,0.412,0.815,Legislative,Intern,Personal,,0,,,
MEM-447-24,Congresswoman Dina Titus (NV-01),118,ST-01,-0.298,1.632,Legislative,Legislative Intern,Personal,,0,,,
MEM-444-24,Congressman Glenn Grothman,118,WI-06,0.599,0.704,Legislative,,Personal,,0,,,
MEM-443-24,Congressman Glenn Grothman (WI-06),118,ST-06,0.599,0.704,Legislative,Congressional Internship,Personal,,0,,,
MEM-441-24,Congressman Jim Costa,118,ST-21,-0.197,0.156,Communications,Digital/Press Intern,Personal,,0,,,
MEM-440-24,Congressman Josh Harder (CA-9),118,ST-09,-0.321,0.884,Legislative,Legislative Intern,Personal,,0,,,
MEM-437-24,Congressman Jim Costa,118,ST-21,-0.197,0.156,Communications,Digital/Press Intern,Personal,,0,,,
MEM-435-24,Democratic StaG of the House Energy and Commerce Committee,118,ST-24,,,Legislative,Legislative Interns,Personal,House Energy and Commerce Committee,0,,,
MEM-433-24,Representative Brad Schneider (D-IL-10),118,ST-10,,,Legislative,Press Internship,Personal,,0,,,
MEM-429-24,House Committee on Oversight and Accountability Democratic Sta,118,ST-24,,,Communications,Digital Media and Traditional Press Intern,Personal,null,0,,,
MEM-428-24,Congresswoman Doris Matsui,118,ST-07,-0.433,1.022,Legislative,,Personal,,0,,,
MEM-423-24,Representative Donald Norcross,118,ST-01,-0.420,0.149,Legislative,Internship Program Assistant,Personal,,0,,,
MEM-420-24,Congresswoman Rosa L. DeLauro (CT-03),118,ST-03,,,Legislative,,Personal,,0,,,
MEM-418-24,Congressman Rob Menendez,118,ST-08,,,Legislative,Intern,Personal,,0,,,
MEM-416-24,Congresswoman Summer Lee,118,ST-12,-0.414,0.867,Legislative,Internship,Personal,"Oversight and Accountability Committee, Space, Science, and Technology Committee",0,,,
MEM-414-24,Congresswoman Sydney Kamlager-Dove (CA-37),118,ST-37,-0.548,0.434,Legislative,,Personal,,0,,,
MEM-407-24,Congressman Shri Thanedar,118,ST-13,-0.358,0.303,Legislative,Fellowship Office Assistant,Personal,,0,,,
MEM-406-24,Congressman Shri Thanedar,118,ST-13,-0.358,0.303,Communications,Press and Legislative Internship,Personal,,0,,,
MEM-398-24,Congressman Mike Levin,118,ST-49,-0.322,0.819,Legislative,Internship,Personal,,0,,,
MEM-396-24,Congressman Kevin Hern,118,ST-01,0.682,0.965,Legislative,Intern,Personal,,0,,,
MEM-393-24,Congresswoman Kim Schrier,118,ST-08,-0.283,0.392,Legislative,Intern,Personal,,0,,,
MEM-482-24,Congresswoman Doris Matsui,118,ST-07,-0.433,1.022,Communications,Press and Digital Intern,Personal,,0,,,
MEM-481-24,Congressman Jeff Van Drew,118,ST-02,0.382,1.120,Legislative,Intern,Personal,,0,,,
MEM-480-24,U.S. Helsinki Commission (Commission on Security and Cooperation in Europe),118,ST-24,,,Legislative,Max Kampelman Fellowship program,Personal,U.S. Helsinki Commission (Commission on Security and Cooperation in Europe),0,,,
MEM-479-24,Congresswoman,118,ST-24,,,Legislative,Intern,Personal,,0,,,
MEM-477-24,Congresswoman Susie Lee,118,ST-24,-0.232,1.159,Legislative,Intern,Personal,,0,,,
MEM-472-24,Congresswoman Michelle Steel,118,ST-45,0.370,2.294,Legislative,Intern,Personal,"House Ways and Means Committee, Education and Workforce Committee, AI Task Force, Select Committee on the Chinese Communist Party",0,,,
MEM-466-24,Congressman Cory Mills,118,ST-07,0.604,0.586,Legislative,Internship,Personal,,0,,,
MEM-465-24,Congressman Joaquin Castro (TX-20),118,ST-20,-0.399,0.600,Legislative,DC Legislative Intern,Personal,,0,15.000,15.000,
MEM-464-24,The Okice of Congressman Joaquin Castro (TX-20),118,ST-20,,,Legislative,DC Legislative Intern,Personal,,0,,15.000,
MEM-464-24,Representative Seth Magaziner (RI-02),118,ST-02,-0.339,0.282,Legislative,Intern,Personal,,0,,,
MEM-463-24,Congresswoman Mary Gay Scanlon,118,ST-24,-0.441,0.104,Legislative,Paid Spring 2025 Legislative Internship – DC Okice of Congresswoman Mary Gay Scanlon,Personal,,0,,,
MEM-459-24,Rep. Clik Bentz (OR-02),118,ST-02,,,Legislative,Congressional Paid Internship Opportunity,Personal,House Judiciary Committee and the House Natural Resources Committee,0,,,
MEM-453-24,Congresswoman Stephanie Bice,118,ST-05,0.412,0.815,Legislative,Intern,Personal,,0,,,
MEM-447-24,Congresswoman Dina Titus (NV-01),118,ST-01,-0.298,1.632,Legislative,Legislative Intern,Personal,,0,,,
MEM-446-24,Congresswoman Grace Meng,118,ST-06,-0.372,0.300,Legislative,Intern,Personal,,0,,,
MEM-444-24,Congressman Glenn Grothman (WI-06),118,ST-06,0.599,0.704,Legislative,Congressional Internship,Personal,,0,,,
MEM-440-24,Congressman Josh Harder (CA-9),118,ST-09,-0.321,0.884,Legislative,Legislative Intern,Personal,,0,,,
MEM-414-24,Congresswoman Sydney Kamlager-Dove (CA-37),118,ST-37,-0.548,0.434,Legislative,,Personal,,0,,,
MEM-396-24,Congressman Kevin Hern,118,ST-01,0.682,0.965,Legislative,Intern,Personal,,0,,,
MEM-499-24,Congresswoman Sydney Kamlager-Dove,118,ST-37,-0.548,0.434,Legislative,,Personal,,0,,,
MEM-496-24,Congressman French Hill,118,ST-02,0.437,2.069,Legislative,Intern,Personal,,0,,,
MEM-491-24,Committee on House Administration Republican O&ice,118,ST-24,,,Legislative,Intern,Personal,Republican,0,,,
MEM-489-24,Democratic Sta& of the House Energy and Commerce Committee,118,ST-24,,,Communications,Press Intern,Committee,House Energy and Commerce Committee,1,,,
MEM-487-24,House Democratic Caucus,118,ST-24,,,Legislative,Internship,Personal,null,1,,2400.000,
MEM-483-24,Congressman Pat Fallon,118,ST-24,0.714,0.746,Legislative,Intern,Personal,,0,,,
MEM-482-24,Congresswoman Doris Matsui,118,ST-07,-0.433,1.022,Communications,Press and Digital Intern,Personal,,0,,,
MEM-481-24,Congressman Je& Van Drew,118,ST-02,,,Legislative,,Personal,,0,,,
MEM-477-24,Congresswoman Susie Lee,118,ST-24,-0.232,1.159,Legislative,Intern,Personal,,0,,,
MEM-472-24,Congresswoman Michelle Steel,118,ST-45,0.370,2.294,Legislative,Intern,Personal,"House Ways and Means Committee, Education and Workforce Committee, AI Task Force, Select Committee on the Chinese Communist Party",0,,,
MEM-466-24,Congressman Cory Mills,118,ST-07,0.604,0.586,Legislative,Internship,Personal,,0,,,
MEM-464-24,Representative Seth Magaziner (RI-02),118,ST-02,-0.339,0.282,Legislative,Intern,Personal,,0,,,
MEM-507-24,Congresswoman Eleanor Holmes Norton,118,ST-00,,,Legislative,Intern,Personal,,0,,,
MEM-505-24,Congressman Robert Garcia,118,ST-42,-0.381,1.179,Communications,Paid Part-Time Press Intern,Personal,,0,,,
MEM-499-24,Congresswoman Sydney Kamlager-Dove,118,ST-37,-0.548,0.434,Legislative,,Personal,,0,,,
MEM-496-24,Congressman French Hill,118,ST-02,0.437,2.069,Legislative,Intern,Personal,,0,,,
MEM-491-24,Committee on House Administration Republican O&ice,118,ST-24,,,Legislative,Intern,Personal,Republican Committee on House Administration,0,,,
MEM-489-24,Democratic Sta& of the House Energy and Commerce Committee,118,ST-24,,,Communications,Press Intern,Committee,House Energy and Commerce Committee,1,,,
MEM-483-24,Congressman Pat Fallon,118,ST-24,0.714,0.746,Legislative,Intern,Personal,,0,,,
MEM-482-24,Congresswoman Doris Matsui,118,ST-07,-0.433,1.022,Communications,Press and Digital Intern,Personal,,0,,,
MEM-481-24,Congressman Je& Van Drew,118,ST-02,,,Legislative,,Personal,,0,,,
MEM-477-24,Congresswoman Susie Lee,118,ST-24,-0.232,1.159,Legislative,Intern,Personal,,0,,,
MEM-472-24,Congresswoman Michelle Steel,118,ST-45,0.370,2.294,Legislative,Intern,Personal,"House Ways and Means Committee, Education and Workforce Committee, AI Task Force, Select Committee on the Chinese Communist Party",0,,,
MEM-505-24,Congressman Robert Garcia,118,ST-42,-0.381,1.179,Communications,Paid Part-Time Press Intern,Personal,,0,,,
MEM-496-24,Congressman French Hill,118,ST-02,0.437,2.069,Legislative,Intern,Personal,,0,,,
MEM-491-24,Committee on House Administration Republican O&ice,118,ST-24,,,Legislative,Intern,Personal,Republican,1,,,
MEM-483-24,Congressman Pat Fallon,118,ST-24,0.714,0.746,Legislative,Intern,Personal,,0,,,
MEM-505-24,Congressman Robert Garcia,118,ST-42,-0.381,1.179,Communications,Paid Part-Time Press Intern,Personal,,0,,,
MEM-496-24,Congressman French Hill,118,ST-02,0.437,2.069,Legislative,Intern,Personal,,0,,,
MEM-515-24,Congressman Maxwell Alejandro Frost,118,ST-10,,,Legislative,Intern,Personal,,0,,18.000,
MEM-039-25,Congressman Cory Mills,118,ST-07,0.604,0.586,Legislative,Intern,Personal,,0,,,
MEM-034-25,Congressman Morgan McGarvey,118,ST-25,-0.539,0.773,Legislative,Intern,Personal,,0,,,
MEM-020-25,Congressman Troy E. Nehls,118,ST-22,,,Legislative,Intern,Personal,,0,,,
MEM-018-25,Congresswoman Suzan DelBene,118,ST-01,-0.292,0.264,Legislative,Interns for Congressional Office,Personal,,0,,,
MEM-050-25,Congresswoman Gwen Moore (WI-04),118,ST-04,-0.521,0.147,Legislative,Intern,Personal,,0,,,
MEM-049-25,Josh Riley,118,ST-19,,,Legislative,Internship,Personal,,0,,700.000,
MEM-044-25,Jeff Van Drew,118,ST-02,0.382,1.120,Legislative,,Personal,,0,,,
MEM-041-25,Congressman Steve Cohen,118,ST-09,-0.392,1.759,Legislative,Intern,Personal,,0,,,
MEM-039-25,Congressman Cory Mills,118,ST-07,0.604,0.586,Legislative,Intern,Personal,,0,,,
MEM-034-25,Congressman Morgan McGarvey,118,ST-25,-0.539,0.773,Legislative,Intern,Personal,,0,,1001.000,
MEM-018-25,Congresswoman Suzan DelBene,118,ST-01,-0.292,0.264,Legislative,Intern,Personal,,0,,,
MEM-059-25,Representative Joseph D. Morelle,118,ST-25,,,Legislative,Internship Opportunity: Office of the Representative,Personal,,0,,,
MEM-058-25,Democratic Sta$ of the House Energy and Commerce Committee,118,ST-25,,,Legislative,Legislative Intern,Personal,Energy and Commerce Democrats,1,,,
MEM-058-25,Congressman Michael Rulli,118,ST-25,,,Legislative,Communications Specialist,Personal,,1,,,
MEM-057-25,House Committee on Ways and Means,118,ST-25,,,Legislative,Digital Fellow,Personal,House Committee on Ways and Means,0,,,
MEM-055-25,Congressman French Hill,118,ST-02,0.437,2.069,Legislative,Internship Program,Personal,,0,,,
MEM-052-25,Congresswoman Sara Jacobs,118,ST-25,-0.395,0.308,Legislative,Paid Internship,Personal,,0,,,
MEM-050-25,Congresswoman Gwen Moore (WI-04),118,ST-04,-0.521,0.147,Legislative,Intern,Personal,,0,,,
MEM-044-25,Jeff Van Drew,118,ST-02,0.382,1.120,Legislative,,Personal,,0,,,
MEM-041-25,Congressman Steve Cohen,118,ST-09,-0.392,1.759,Legislative,Intern,Personal,,0,,,
MEM-039-25,Congressman Cory Mills,118,ST-07,0.604,0.586,Legislative,Intern,Personal,,0,,,
MEM-018-25,Congresswoman Suzan DelBene,118,ST-01,-0.292,0.264,Legislative,Intern,Personal,,0,,,
MEM-075-25,Congressman Mike Levin,118,ST-49,-0.322,0.819,Legislative,Interns for Congressional Office,Personal,,0,,,
MEM-073-25,Congresswoman Janelle Bynum (OR-05),118,ST-05,,,Legislative,Intern,Personal,,0,,,
MEM-070-25,Congresswoman Sydney Kamlager-Dove (CA-37),118,ST-37,-0.548,0.434,Legislative,Congressional Interns,Personal,,0,,,
MEM-069-25,Congresswoman Grace Meng,118,ST-06,-0.372,0.300,Legislative,Intern,Personal,,0,,,
MEM-068-25,Donald Norcross,118,ST-01,-0.420,0.149,Legislative,Representative,Personal,,0,,,
MEM-066-25,Chrissy Houlahan,118,ST-06,-0.260,0.823,Legislative,LEGISLATIVE INTERNSHIP,Personal,,0,,,
MEM-065-25,Chrissy Houlahan,118,ST-06,-0.260,0.823,Legislative,Press Intern,Personal,,0,,,
MEM-061-25,Congressman Salud Carbajal (CA-24),118,ST-24,-0.323,0.503,Communications,Digital Intern,Personal,,1,,1500.000,
MEM-059-25,Office of the Representative Joseph D. Morelle,118,ST-25,,,Legislative,Internship Opportunity: Office of the Representative Joseph D. Morelle,Personal,,0,,,
MEM-058-25,Democratic Staff of the House Energy and Commerce Committee,118,ST-25,,,Legislative,Legislative Intern,Personal,House Energy and Commerce Committee,0,,,
MEM-057-25,House Committee on Ways and Means,118,ST-25,,,Legislative,Digital Fellow,Committee,House Committee on Ways and Means,0,,,
MEM-055-25,Congressman French Hill,118,ST-02,0.437,2.069,Legislative,Internship Program,Personal,,0,,,
MEM-050-25,Congresswoman Gwen Moore (WI-04),118,ST-04,-0.521,0.147,Legislative,Intern,Personal,,0,,,
MEM-044-25,Jeff Van Drew,118,ST-02,0.382,1.120,Legislative,,Personal,,0,,,
